,water_depth,latitude,longitude,distance_to_shore,timezone,jurisdiction
2078,3480.5503,35.2577,-122.641,127367.99,-8,Federal
2079,3820.38,35.2646,-122.798,139094.08,-8,Federal
2080,3781.5974,35.2728,-122.183,91950.56,-8,Federal
2081,911.073,35.2747,-121.635,53333.64,-8,Federal
2082,529.8251,35.2691,-121.203,27598.145,-8,Federal
2083,3941.2925,35.2665,-122.996,151148.33,-8,Federal
2084,4188.742,35.2747,-124.366,250273.2,-8,Federal
2085,4191.8755,35.2712,-124.387,252143.66,-8,Federal
2086,4105.8027,35.2754,-123.699,198539.64,-8,Federal
2087,3645.7783,35.2797,-122.077,83195.81,-8,Federal
2088,4099.0054,35.2731,-124.102,229403.84,-8,Federal
2089,4099.0054,35.2731,-124.102,229403.84,-8,Federal
2090,4137.299,35.2684,-123.765,203888.56,-8,Federal
2091,3654.6267,35.2829,-122.481,113827.055,-8,Federal
2092,4095.382,35.2664,-123.93,216479.67,-8,Federal
2093,3567.1553,35.2796,-122.523,117142.25,-8,Federal
2094,1315.7117,35.2748,-121.744,59686.426,-8,Federal
2095,3528.6567,35.2742,-122.633,125752.78,-8,Federal
2096,4148.6436,35.2696,-123.742,202099.47,-8,Federal
2097,2073.313,35.281,-121.919,71177.75,-8,Federal
2098,3583.9448,35.2851,-122.668,127787.53,-8,Federal
2099,4056.7966,35.2815,-123.632,193217.19,-8,Federal
2100,3905.9219,35.279,-123.012,151158.73,-8,Federal
2101,3586.6355,35.2904,-122.555,118850.836,-8,Federal
2102,3779.5796,35.2871,-122.195,92174.82,-8,Federal
2103,3594.0632,35.2812,-122.715,131658.78,-8,Federal
2104,3892.0376,35.2874,-123.049,152871.83,-8,Federal
2105,273.3049,35.2848,-121.051,13990.912,-8,Federal
2106,3893.083,35.2916,-123.027,151123.22,-8,Federal
2107,3927.07,35.2969,-122.928,144457.7,-8,Federal
2108,3632.6748,35.2982,-122.683,128192.086,-8,Federal
2109,4054.919,35.2979,-123.621,191331.7,-8,Federal
2110,3916.223,35.2956,-123.005,149398.02,-8,Federal
2111,4098.044,35.3026,-123.98,218203.38,-8,Federal
2112,4047.3738,35.292,-123.518,184255.25,-8,Federal
2113,879.3166,35.2945,-121.437,41455.234,-8,Federal
2114,4035.0425,35.2959,-123.668,194922.44,-8,Federal
2115,4041.767,35.3087,-123.914,212737.28,-8,Federal
2116,765.1368,35.3039,-121.395,37911.332,-8,Federal
2117,148.0789,35.3028,-120.999,9810.105,-8,Federal
2118,3973.3562,35.3127,-123.363,171863.25,-8,Federal
2119,3599.19,35.3013,-122.661,126302.49,-8,Federal
2120,1155.5486,35.3102,-121.734,56253.535,-8,Federal
2121,3914.9546,35.3082,-123.021,149438.14,-8,Federal
2122,3916.0,35.3117,-122.924,143007.0,-8,Federal
2123,3768.5815,35.3159,-122.218,92648.73,-8,Federal
2124,3926.1538,35.3078,-123.204,161454.39,-8,Federal
2125,4066.56,35.3215,-123.545,184220.48,-8,Federal
2126,4046.0386,35.3165,-123.825,205440.67,-8,Federal
2127,3911.7969,35.322,-123.168,158000.06,-8,Federal
2128,6.0,35.3291,-120.87,151.9312,-8,California
2129,3786.6855,35.3255,-122.854,137588.55,-8,Federal
2130,175.177,35.3253,-121.015,12186.664,-8,Federal
2131,4011.7131,35.3168,-123.492,180699.45,-8,Federal
2132,3932.998,35.33,-122.994,145991.73,-8,Federal
2133,3963.326,35.3349,-123.285,164876.9,-8,Federal
2134,4045.997,35.3382,-123.912,210868.17,-8,Federal
2135,3926.5486,35.3323,-123.432,175343.66,-8,Federal
2136,4234.4204,35.3327,-124.31,242782.03,-8,Federal
2137,865.0884,35.3302,-121.486,41049.56,-8,Federal
2138,3639.0,35.3326,-122.752,130996.336,-8,Federal
